employer_name,count,sum_of_total_workers,e_name,certified_number
"SPRINGBRIDGE INTERNATIONAL SCHOOL, LLC",1,1,"SPRINGBRIDGE INTERNATIONAL SCHOOL, LLC",1
"CBRE GLOBAL INVESTORS, LLC",1,1,"CBRE GLOBAL INVESTORS, LLC",1
KALTHIA CONSTRUCTION AND MANAGEMENT CO.,1,1,KALTHIA CONSTRUCTION AND MANAGEMENT CO.,1
"HEALTHALLIANCE HOSPITALS, INC.",1,1,"HEALTHALLIANCE HOSPITALS, INC.",1
FIDESINU CORPORATION,1,1,FIDESINU CORPORATION,1
ASIA PACIFIC LEGAL AID CENTER,3,3,ASIA PACIFIC LEGAL AID CENTER,1
"SKYFIRE LABS INC., AN OPERA SOFTWARE COMPANY",2,2,"SKYFIRE LABS INC., AN OPERA SOFTWARE COMPANY",1
SLEEPMED INCORPORATED,2,2,SLEEPMED INCORPORATED,1
ASPECT ENGINEERING GROUP,1,1,ASPECT ENGINEERING GROUP,1
"SMART, INC.",1,1,"SMART, INC.",1
ST. JOSEPH'S/CANDLER HEALTH INC,1,1,ST. JOSEPH'S/CANDLER HEALTH INC,1
ST. JOSEPH'S/CANDLER HEALTH INC.,1,1,ST. JOSEPH'S/CANDLER HEALTH INC.,1
ST. JOYAL,1,1,ST. JOYAL,1
ST. JUDE CARE CENTER,1,1,ST. JUDE CARE CENTER,1
"FLADGER & ASSOCIATES, INC.",1,1,"FLADGER & ASSOCIATES, INC.",1
ST. JUDE MEDICAL BUSINESS SERVICES INC,1,1,ST. JUDE MEDICAL BUSINESS SERVICES INC,1
"ST. JUDE MEDICAL BUSINESS SERVICES, INC.",1,1,"ST. JUDE MEDICAL BUSINESS SERVICES, INC.",1
"KALTEX AMERICA, INC",1,1,"KALTEX AMERICA, INC",1
CENTER FOR RURAL AFFAIRS,1,1,CENTER FOR RURAL AFFAIRS,1
"ST. JUDE MEDICAL, CARDIOLOGY DIVISION, INC.",1,1,"ST. JUDE MEDICAL, CARDIOLOGY DIVISION, INC.",1
"ASPECT SECURITY, INC.",1,1,"ASPECT SECURITY, INC.",1
CBT ARCHITECTS,1,3,CBT ARCHITECTS,1
KALSUN INC,1,1,KALSUN INC,1
"SOLUTION BOX, LLC",1,1,"SOLUTION BOX, LLC",1
"ST. JUDE MEDICAL, S.C., INC.",1,1,"ST. JUDE MEDICAL, S.C., INC.",1
ST. JUDE YORBA LINDA,1,1,ST. JUDE YORBA LINDA,1
CBT/CHILDS BERTMAN TSECKARES INC.,1,1,CBT/CHILDS BERTMAN TSECKARES INC.,1
ST. LOUIS CHIDREN'S HOSPITAL,1,1,ST. LOUIS CHIDREN'S HOSPITAL,1
"ST. LOUIS CLINICAL TRIALS, LLC",1,1,"ST. LOUIS CLINICAL TRIALS, LLC",1
KALTURA INC.,1,1,KALTURA INC.,1
"GRIDCO, INC.",1,1,"GRIDCO, INC.",1
ST. LUKE'S EPISCOPAL-PRESBYTERIAN HOSPITAL,1,1,ST. LUKE'S EPISCOPAL-PRESBYTERIAN HOSPITAL,1
CC & ASSOCIATES CONSULTING INC,1,1,CC & ASSOCIATES CONSULTING INC,1
"INCOME TAX CONSULTANTS, LLC",1,1,"INCOME TAX CONSULTANTS, LLC",1
"CARTER EXPRESS, INC.",1,1,"CARTER EXPRESS, INC.",1
ATRIUM HOMES LLC,1,1,ATRIUM HOMES LLC,1
ST. LUKE'S WARREN HOSPITAL,1,1,ST. LUKE'S WARREN HOSPITAL,1
ST. LUKE'S-ROOSEVELT HOSPITAL CENTER,1,1,ST. LUKE'S-ROOSEVELT HOSPITAL CENTER,1
ST. MARK'S MEDICAL CENTER,1,1,ST. MARK'S MEDICAL CENTER,1
"KALTURA, INC.",1,1,"KALTURA, INC.",1
"ST. MARK'S PLACE INSTITUTE FOR MENTAL HEALTH, INC.",1,1,"ST. MARK'S PLACE INSTITUTE FOR MENTAL HEALTH, INC.",1
"HOME MARKET FOODS, INC.",1,1,"HOME MARKET FOODS, INC.",1
"GENSLER, INC",1,1,"GENSLER, INC",1
ST. MARY CATHOLIC SCHOOL,1,1,ST. MARY CATHOLIC SCHOOL,1
KALVEN TECHNOLOGIES INC.,1,1,KALVEN TECHNOLOGIES INC.,1
"HEALTH: ELT, LLC",1,1,"HEALTH: ELT, LLC",1
"ST. MARY'S OF MEDFORD, INC.",1,1,"ST. MARY'S OF MEDFORD, INC.",1
ST. MARY'S PARISH,1,1,ST. MARY'S PARISH,1
KDM ENGINEERING,1,4,KDM ENGINEERING,1
KASHIF QURESHI MD PC,1,1,KASHIF QURESHI MD PC,1
ST. MARY'S RYKEN HIGH SCHOOL,1,1,ST. MARY'S RYKEN HIGH SCHOOL,1
KANA ENTERPRISES LLC,1,1,KANA ENTERPRISES LLC,1
ST. MARYS CEMENT INC. (U.S.),1,1,ST. MARYS CEMENT INC. (U.S.),1
"ST. MARYS CEMENT, INC.",1,1,"ST. MARYS CEMENT, INC.",1
"ST. MICHAEL'S MEDICAL, INC.",2,2,"ST. MICHAEL'S MEDICAL, INC.",1
ST. MONICA ROMAN CATHOLIC SCHOOL,1,1,ST. MONICA ROMAN CATHOLIC SCHOOL,1
ST. NERSESS ARMENIAN SEMINARY,1,1,ST. NERSESS ARMENIAN SEMINARY,1
KAMCORD INC.,1,1,KAMCORD INC.,1
"JUNTOS FINANZAS, INC.",1,1,"JUNTOS FINANZAS, INC.",1
"INCUBIT, LLC",1,1,"INCUBIT, LLC",1
"ST. PAUL PARK REFINING CO, LLC",1,1,"ST. PAUL PARK REFINING CO, LLC",1
ST. PAUL'S EPISCOPAL DAY SCHOOL,1,1,ST. PAUL'S EPISCOPAL DAY SCHOOL,1
ST. PAUL'S LUTHERAN CHURCH AND SCHOOLS,3,3,ST. PAUL'S LUTHERAN CHURCH AND SCHOOLS,1
ST. PAUL'S PARISH OF THE P E CHURCH,1,1,ST. PAUL'S PARISH OF THE P E CHURCH,1
ST. PAUL'S SCHOOL,1,1,ST. PAUL'S SCHOOL,1
ST. PAUL'S SCHOOL FOR GIRLS,1,1,ST. PAUL'S SCHOOL FOR GIRLS,1
ST. PAUL'S SCHOOL OF NURSING,1,1,ST. PAUL'S SCHOOL OF NURSING,1
ST. PAUL'S SCHOOL OF NURSING - QUEENS,1,1,ST. PAUL'S SCHOOL OF NURSING - QUEENS,1
ST. PAUL'S SCHOOL OF NURSING-QUEENS,1,1,ST. PAUL'S SCHOOL OF NURSING-QUEENS,1
ST. PETER ROMAN CATHOLIC SCHOOL,1,1,ST. PETER ROMAN CATHOLIC SCHOOL,1
HOMELESS HEALTH CARE LOS ANGELES,3,3,HOMELESS HEALTH CARE LOS ANGELES,1
ST. PETER'S HOSPITAL OF THE CITY OF ALBANY,1,1,ST. PETER'S HOSPITAL OF THE CITY OF ALBANY,1
"CCH LEGAL INFORMATION SERVICES, INC.",1,1,"CCH LEGAL INFORMATION SERVICES, INC.",1
HONEYCRISP USA LLC,1,1,HONEYCRISP USA LLC,1
ST. ROBERT PARISH,1,1,ST. ROBERT PARISH,1
ST. THEODORE GREEK ORTHODOX CHURCH,1,1,ST. THEODORE GREEK ORTHODOX CHURCH,1
ST. THERESA CATHOLIC SCHOOL,2,2,ST. THERESA CATHOLIC SCHOOL,1
ST. THOMAS HEALTH SERVICES,1,1,ST. THOMAS HEALTH SERVICES,1
ST. THOMAS MORE PARISH SCHOOL,2,2,ST. THOMAS MORE PARISH SCHOOL,1
ST. THOMAS THE APOSTLE SCHOOL,1,1,ST. THOMAS THE APOSTLE SCHOOL,1
"ST. THOMAS UNIVERSITY, INC.",1,1,"ST. THOMAS UNIVERSITY, INC.",1
ST. TIMOTHY'S SCHOOL,1,1,ST. TIMOTHY'S SCHOOL,1
"ST. VINCENT ANDERSON REGIONAL HOSPITAL, INC.",1,1,"ST. VINCENT ANDERSON REGIONAL HOSPITAL, INC.",1
5M CONSTRUCTION CORPORATION,1,1,5M CONSTRUCTION CORPORATION,1
ST. VINCENT DUNN HOSPITAL,1,1,ST. VINCENT DUNN HOSPITAL,1
ST. VINCENT HOSPITAL,1,1,ST. VINCENT HOSPITAL,1
HOMEAWAY,1,1,HOMEAWAY,1
"KAM CONSULTANTS, CORP.",1,1,"KAM CONSULTANTS, CORP.",1
INDEPENDENT COMMISSIONING CONSULTING LLC,1,1,INDEPENDENT COMMISSIONING CONSULTING LLC,1
ST. VINCENT WILLIAMSPORT HOSPITAL,1,1,ST. VINCENT WILLIAMSPORT HOSPITAL,1
"ADAPCHAIN, INC.",1,1,"ADAPCHAIN, INC.",1
"CCM CONSULTING GROUP, INC.",1,1,"CCM CONSULTING GROUP, INC.",1
INDIANA MILLS & MANUFACTURING INC.,1,6,INDIANA MILLS & MANUFACTURING INC.,1
"ST.MICHAEL'S MEDICAL, [NC.",1,1,"ST.MICHAEL'S MEDICAL, [NC.",1
"FIUS DISTRIBUTORS, INC.",1,1,"FIUS DISTRIBUTORS, INC.",1
"STA GROUP, LLC",1,1,"STA GROUP, LLC",1
STA SPORTS LLC,1,1,STA SPORTS LLC,1
STA WEALTH MANAGEMENT LLC,1,1,STA WEALTH MANAGEMENT LLC,1
STA-HOME HEALTH & HOSPICE INC,1,1,STA-HOME HEALTH & HOSPICE INC,1
"INDEPENDENT SCHOOL DISTRICT #57, GARFIELD COUNTY",2,2,"INDEPENDENT SCHOOL DISTRICT #57, GARFIELD COUNTY",1
STAAS & HALSEY LLP,1,1,STAAS & HALSEY LLP,1
"STABILIS CAPITAL MANAGEMENT, LP",1,1,"STABILIS CAPITAL MANAGEMENT, LP",1
KAMAMA INC.,1,1,KAMAMA INC.,1
"STACH & LIU, LLC",1,1,"STACH & LIU, LLC",1
FOBESS,1,1,FOBESS,1
"STACK'S BOWERS NUMISMATICS, LLC",1,1,"STACK'S BOWERS NUMISMATICS, LLC",1
CCREATIONS LLC,1,1,CCREATIONS LLC,1
"STACKPATH, LLC",1,1,"STACKPATH, LLC",1
"ASPEN INSURANCE US SERVICES, INC.",1,1,"ASPEN INSURANCE US SERVICES, INC.",1
STADIUM CAPITAL MANAGEMENT GP LP,1,1,STADIUM CAPITAL MANAGEMENT GP LP,1
"STADIUM CAPITAL MANAGEMENT, LLC",1,1,"STADIUM CAPITAL MANAGEMENT, LLC",1
STAFF MANAGEMENT SOLUTIONS LLC,1,1,STAFF MANAGEMENT SOLUTIONS LLC,1
ALIPHCOM INC.,1,1,ALIPHCOM INC.,1
"CCS LOANS, INC.",1,1,"CCS LOANS, INC.",1
KAMAX L.P.,1,1,KAMAX L.P.,1
ADAPPS INC.,1,1,ADAPPS INC.,1
ASPEN MEADOW VETERINARY SPECIALISTS,1,1,ASPEN MEADOW VETERINARY SPECIALISTS,1
"STAFFING UNLIMITED ENVIRONMENTAL DIVISION, INC",1,1,"STAFFING UNLIMITED ENVIRONMENTAL DIVISION, INC",1
CCS TECHNOLOGY GROUP LLC,2,2,CCS TECHNOLOGY GROUP LLC,1
KAMAT PHARMATECH LLC,1,1,KAMAT PHARMATECH LLC,1
GURMAN AND COMPANY PLLC,2,2,GURMAN AND COMPANY PLLC,1
ASPEN ML LLC,1,1,ASPEN ML LLC,1
STAG & HARE INN LLC,1,1,STAG & HARE INN LLC,1
STAG INDUSTRIAL MANAGEMENT LLC,1,1,STAG INDUSTRIAL MANAGEMENT LLC,1
"STAGE STORES, INC.",1,1,"STAGE STORES, INC.",1
KAN MANAGEMENT INC.,1,1,KAN MANAGEMENT INC.,1
"STAMBUL VENTURES II, LLC",1,1,"STAMBUL VENTURES II, LLC",1
"STAMFORD HEALTH INTEGRATED PRACTICES, INC.",1,1,"STAMFORD HEALTH INTEGRATED PRACTICES, INC.",1
KAMERYCAH INC,1,1,KAMERYCAH INC,1
"INCYPHAE, INC.",1,1,"INCYPHAE, INC.",1
HAPPY HOURS MONTESSORI,1,1,HAPPY HOURS MONTESSORI,1
"AB CONSULTANTS, INC.",1,1,"AB CONSULTANTS, INC.",1
FINSBURY LLC,1,1,FINSBURY LLC,1
"STAMOS CAPITAL PARTNERS, L.P.",2,2,"STAMOS CAPITAL PARTNERS, L.P.",1
"STAN SMITH EVENTS, INC.",1,1,"STAN SMITH EVENTS, INC.",1
"HAR FAIRFAX, INC",1,1,"HAR FAIRFAX, INC",1
"STANCE, INC",1,1,"STANCE, INC",1
GUNN MEYERHOFF SHAY ARCHITECTS PC,1,1,GUNN MEYERHOFF SHAY ARCHITECTS PC,1
"KAMELI LAW GROUP, LLC",1,1,"KAMELI LAW GROUP, LLC",1
"STANDARD &  POOR'S SECURITIES EVALUATIONS, INC.",1,1,"STANDARD &  POOR'S SECURITIES EVALUATIONS, INC.",1
HOME61 MIAMI INC.,1,1,HOME61 MIAMI INC.,1
CD BIOSCIENCES INC,1,1,CD BIOSCIENCES INC,1
"ALISON BERGER GLASSWORKS, INC.",1,1,"ALISON BERGER GLASSWORKS, INC.",1
"ASPENSTATE, INC.",1,1,"ASPENSTATE, INC.",1
STANDARD AND POORS FINANCIAL SERIVCES LLC,1,1,STANDARD AND POORS FINANCIAL SERIVCES LLC,1
"KAMO ELECTRIC COOPERATIVE, INC.",1,1,"KAMO ELECTRIC COOPERATIVE, INC.",1
STANDARD DATA CORPORATION,1,1,STANDARD DATA CORPORATION,1
STANDARD DUPLICATING MACHINES CORPORATION,1,1,STANDARD DUPLICATING MACHINES CORPORATION,1
ADAPT-IP COMPANY,1,1,ADAPT-IP COMPANY,1
"STANDARD GEAR & AXLE, INC.",1,1,"STANDARD GEAR & AXLE, INC.",1
STANDARD GEAR AND AXLE INC.,1,1,STANDARD GEAR AND AXLE INC.,1
"STANDARD HOLLYWOOD EMPLOYER, LLC",1,1,"STANDARD HOLLYWOOD EMPLOYER, LLC",1
"ASCENSION INVESTMENT MANAGEMENT, LLC",1,1,"ASCENSION INVESTMENT MANAGEMENT, LLC",1
STANDARD LIFE INVESTMENTS (USA) LIMITED,1,1,STANDARD LIFE INVESTMENTS (USA) LIMITED,1
"STANDARD LOCKNUT, LLC",1,1,"STANDARD LOCKNUT, LLC",1
"KAMINARIO, INC.",1,1,"KAMINARIO, INC.",1
STANDARD PROPERTY COMPANY INC,1,1,STANDARD PROPERTY COMPANY INC,1
STANDARD SOLAR INC,1,1,STANDARD SOLAR INC,1
STANDARD TESTING & ENGINEERING COMPANY,1,1,STANDARD TESTING & ENGINEERING COMPANY,1
STANDARD TESTING AND ENGINEERING COMPANY,1,1,STANDARD TESTING AND ENGINEERING COMPANY,1
"FLAD & ASSOCIATES OF CALIFORNIA, INC.",1,1,"FLAD & ASSOCIATES OF CALIFORNIA, INC.",1
"KAMEX INTERNATIONAL MINERALS, LLC",1,1,"KAMEX INTERNATIONAL MINERALS, LLC",1
STANDAV CORP,1,1,STANDAV CORP,1
"KAMYA, INC",2,2,"KAMYA, INC",1
"GENPHARM INTERNATIONAL, LLC",1,1,"GENPHARM INTERNATIONAL, LLC",1
"STANDAV, CORP F/K/A CADATASOFT, INC.",1,1,"STANDAV, CORP F/K/A CADATASOFT, INC.",1
"STANDEX ELECTRONIC, INC.",1,1,"STANDEX ELECTRONIC, INC.",1
CDG ARCHITECTS LLC,1,1,CDG ARCHITECTS LLC,1
"KAMSKY ASSOCIATES, INC.",1,1,"KAMSKY ASSOCIATES, INC.",1
"STANDLEE HAY COMPANY, INC.",1,1,"STANDLEE HAY COMPANY, INC.",1
STANFIELD ELEMENTARY SCHOOL DISTRICT #24,1,1,STANFIELD ELEMENTARY SCHOOL DISTRICT #24,1
HEALTHCARE SERVICE CORPORATION,2,2,HEALTHCARE SERVICE CORPORATION,1
"STANFORD ACADEMY, INC",1,1,"STANFORD ACADEMY, INC",1
STANFORD CARE CENTER,1,1,STANFORD CARE CENTER,1
"KAMRAN MOUZOON ARCHITECTS, P.C.",1,1,"KAMRAN MOUZOON ARCHITECTS, P.C.",1
"KANOMAX FMT, INC.",1,1,"KANOMAX FMT, INC.",1
STANFORD TECHNOLOGY PARTNERS INCORPORATION,1,1,STANFORD TECHNOLOGY PARTNERS INCORPORATION,1
KANG COLLECTION INC,1,1,KANG COLLECTION INC,1
"INDEPENDENT BROKERS, LLC",2,2,"INDEPENDENT BROKERS, LLC",1
HOMEAWAY INC,1,1,HOMEAWAY INC,1
"ADAPT2 SOLUTIONS, INC.",1,1,"ADAPT2 SOLUTIONS, INC.",1
ASSOCIATION OF THE BAR OF THE CITY OF NEW YORK FUND INC.,1,1,ASSOCIATION OF THE BAR OF THE CITY OF NEW YORK FUND INC.,1
STANFORD UNIVERSITY/SLAC NATIONAL ACCELRATOR LABORATORY,1,1,STANFORD UNIVERSITY/SLAC NATIONAL ACCELRATOR LABORATORY,1
FISCHER INTERNATIONAL IDENTITY LLC,1,1,FISCHER INTERNATIONAL IDENTITY LLC,1
HOLMES COUNTY HOSPITAL CORPORATION,1,1,HOLMES COUNTY HOSPITAL CORPORATION,1
KANAWHA COUNTY BOARD OF EDUCATION,1,1,KANAWHA COUNTY BOARD OF EDUCATION,1
HAP TRADING LLC,2,2,HAP TRADING LLC,1
"STANLEY CHU INSURANCE AGENCY, INC.",1,1,"STANLEY CHU INSURANCE AGENCY, INC.",1
STANLEY D. LINDSEY & ASSOCIATES,2,4,STANLEY D. LINDSEY & ASSOCIATES,1
FOREST ELECTRIC CORP.,1,1,FOREST ELECTRIC CORP.,1
STANLEY GIBBONS (US) INC,1,1,STANLEY GIBBONS (US) INC,1
"STANLEY INDUSTRIAL & AUTOMOTIVE, LLC",1,1,"STANLEY INDUSTRIAL & AUTOMOTIVE, LLC",1
STANLEY PHARMA LLC,1,1,STANLEY PHARMA LLC,1
"FOLEY & COX INTERIORS, INC.",1,1,"FOLEY & COX INTERIORS, INC.",1
STANLEY STREET TREATMENT AND RESOURCES,1,1,STANLEY STREET TREATMENT AND RESOURCES,1
STANLEY T. STAIRS,1,1,STANLEY T. STAIRS,1
HEALTHCARE PARTNERS,1,1,HEALTHCARE PARTNERS,1
"KANJOYA, INC.",2,2,"KANJOYA, INC.",1
"KANGTAI HEALTH NETWORKS, LLC",1,1,"KANGTAI HEALTH NETWORKS, LLC",1
"ALIVIO MEDICAL CENTER, INC",1,1,"ALIVIO MEDICAL CENTER, INC",1
CENTAL ARKANSA VETERANS HEALTHCARE SYSTEM,1,1,CENTAL ARKANSA VETERANS HEALTHCARE SYSTEM,1
GOLDEN SAND RIVER CALIFORNIA CORP,1,1,GOLDEN SAND RIVER CALIFORNIA CORP,1
"STANTEC CONSULTING SERVICES, INC.",1,1,"STANTEC CONSULTING SERVICES, INC.",1
STANTEC ENERGY & RESOURCES INC.,1,1,STANTEC ENERGY & RESOURCES INC.,1
"STANTEC ENERGY & RESOURCES, INC",1,1,"STANTEC ENERGY & RESOURCES, INC",1
"STANTEC ENERGY AND RESOURCES, INC.",1,1,"STANTEC ENERGY AND RESOURCES, INC.",1
"STANTON AND COMPANY, LLC",1,1,"STANTON AND COMPANY, LLC",1
"KANI SOLUTIONS, INC.",1,1,"KANI SOLUTIONS, INC.",1
GOLDEN SEAHORSE LLC,1,1,GOLDEN SEAHORSE LLC,1
"STAQ, INC.",1,1,"STAQ, INC.",1
"STAR ASIA INTERNATIONAL, INC.",1,1,"STAR ASIA INTERNATIONAL, INC.",1
STAR AVIATION,1,1,STAR AVIATION,1
"STAR AVIATION, INC.",1,1,"STAR AVIATION, INC.",1
INDCORP FISCAL SERVICES INC.,1,1,INDCORP FISCAL SERVICES INC.,1
"STAR CHILDRENS DRESS CO., INC.",1,1,"STAR CHILDRENS DRESS CO., INC.",1
STAR CLUSTER USA CORPORATION,1,1,STAR CLUSTER USA CORPORATION,1
STAR COAST TRANSPORTATION SERVICES LLC,1,1,STAR COAST TRANSPORTATION SERVICES LLC,1
STAR COMMUNITY ADHC INC.,1,1,STAR COMMUNITY ADHC INC.,1
"STAR CONSULTANTS, INC.",1,1,"STAR CONSULTANTS, INC.",1
HOMEAWAY INC.,1,1,HOMEAWAY INC.,1
"STAR ENERGY PARTNERS, LLC",1,1,"STAR ENERGY PARTNERS, LLC",1
"STAR FABRICS, INC.",1,1,"STAR FABRICS, INC.",1
"STAR FOOD PRODUCTS, INC.",1,1,"STAR FOOD PRODUCTS, INC.",1
STAR GEMS & BEADS INC.,1,1,STAR GEMS & BEADS INC.,1
"STAR GROUP AMERICA, LLC",1,1,"STAR GROUP AMERICA, LLC",1
CDP CAPITAL US INC,1,1,CDP CAPITAL US INC,1
"STAR IMPORTERS & WHOLESALERS, INC.",1,1,"STAR IMPORTERS & WHOLESALERS, INC.",1
KANSAS CITY PUBLIC TELEVISION,1,1,KANSAS CITY PUBLIC TELEVISION,1
STAR MAIDEN GAMES LLC,1,1,STAR MAIDEN GAMES LLC,1
"KANOS CAPITAL MANAGEMENT, LLC",1,1,"KANOS CAPITAL MANAGEMENT, LLC",1
"HOMEE INTERIORS, INC",1,1,"HOMEE INTERIORS, INC",1
GOLDEN ROAD MOTOR INN,1,1,GOLDEN ROAD MOTOR INN,1
STAR PARADISE INC.,1,1,STAR PARADISE INC.,1
STAR PHARMA INC,1,1,STAR PHARMA INC,1
"CBLPATH, INC.",1,1,"CBLPATH, INC.",1
"GREAT LAKES PRODUCTION SUPPORT, LLC",1,1,"GREAT LAKES PRODUCTION SUPPORT, LLC",1
INDEPENDENT ADMINISTRATIVE SERVICES LLC,1,1,INDEPENDENT ADMINISTRATIVE SERVICES LLC,1
STAR PURE LLC,1,1,STAR PURE LLC,1
"STAR SOURCE INTERNATIONAL USA, INC.",1,1,"STAR SOURCE INTERNATIONAL USA, INC.",1
"STAR SOURCE, LLC",1,1,"STAR SOURCE, LLC",1
STAR TEEM LLC,1,1,STAR TEEM LLC,1
"STAR TORCH HEALTH CARE, INC.",1,1,"STAR TORCH HEALTH CARE, INC.",1
STAR UNIVERSE INTERNATIONAL (USA) LIMITED,1,1,STAR UNIVERSE INTERNATIONAL (USA) LIMITED,1
STARBREEZE LA INC.,1,1,STARBREEZE LA INC.,1
HEALTHCARE FINANCIAL INC.,1,1,HEALTHCARE FINANCIAL INC.,1
STARCHUP INCORPORATED,1,1,STARCHUP INCORPORATED,1
"HOMELAND COMPANIES, LLC",1,1,"HOMELAND COMPANIES, LLC",1
"KANRAD TECHNOLOGIES, INC.",1,1,"KANRAD TECHNOLOGIES, INC.",1
ALJANOR ENTERPRISES,1,1,ALJANOR ENTERPRISES,1
"STARDOCK SYSTEMS, INC.",1,1,"STARDOCK SYSTEMS, INC.",1
"STARGATE FILMS, INC",1,1,"STARGATE FILMS, INC",1
"KANSAS SMITH FARMS, LLC",1,1,"KANSAS SMITH FARMS, LLC",1
HOMEISM INC.,1,1,HOMEISM INC.,1
"STARKE HMA, LLC",2,2,"STARKE HMA, LLC",1
313 WORTH AVE LLC,1,1,313 WORTH AVE LLC,1
HOMEFED CORPORATION,1,1,HOMEFED CORPORATION,1
STARKIDS LEARNING CENTER,2,2,STARKIDS LEARNING CENTER,1
KANSAS CITY VETERANS AFFAIRS MEDICAL CENTER,1,1,KANSAS CITY VETERANS AFFAIRS MEDICAL CENTER,1
"STARKIDS PRESCHOOL & KINDERGARTEN, INC.",2,2,"STARKIDS PRESCHOOL & KINDERGARTEN, INC.",1
STARKVILLE OKTIBBEHA CONSOLIDATED SCHOOL DISTRICT,1,1,STARKVILLE OKTIBBEHA CONSOLIDATED SCHOOL DISTRICT,1
HEALTHCARE INTERACTIVE INC.,1,1,HEALTHCARE INTERACTIVE INC.,1
"ALL4, INC.",1,1,"ALL4, INC.",1
"STARLITE CREATIONS, INC.",1,1,"STARLITE CREATIONS, INC.",1
"KANSAS MEDICAL CLINIC, PA",1,1,"KANSAS MEDICAL CLINIC, PA",1
"STARMD MEDICAL MANAGEMENT, LLC",1,1,"STARMD MEDICAL MANAGEMENT, LLC",1
STARMEDIA ENTERTAINMENT LLC,1,1,STARMEDIA ENTERTAINMENT LLC,1
STARPAK CORP.,1,1,STARPAK CORP.,1
"HAP CAPITAL ADVISORS, LLC",1,1,"HAP CAPITAL ADVISORS, LLC",1
"STARPOINT SOLUTIONS, LLC",1,1,"STARPOINT SOLUTIONS, LLC",1
STARR INDEMNITY & LIABILITY COMPANY,1,1,STARR INDEMNITY & LIABILITY COMPANY,1
CECIL COUNTY PUBLIC SCHOOL SYSTEM,1,1,CECIL COUNTY PUBLIC SCHOOL SYSTEM,1
GOLDEN SAND RIVER CORPORATION,1,1,GOLDEN SAND RIVER CORPORATION,1
KANSAS KURRY LLC,1,1,KANSAS KURRY LLC,1
CHEN LIN & WESSEL LLP,1,1,CHEN LIN & WESSEL LLP,1
"STARRY ASSOCIATES, INC.",1,1,"STARRY ASSOCIATES, INC.",1
"KANSAS IPS MEDICAL SERVICES, P.A.",1,1,"KANSAS IPS MEDICAL SERVICES, P.A.",1
"KASEYA DEVELOPMENT, LLC",1,1,"KASEYA DEVELOPMENT, LLC",1
"STARS FANTASY SPORTS SUBCO, LLC (FORMELY KNOWN AS RUCKUS GAMING, LLC)",1,1,"STARS FANTASY SPORTS SUBCO, LLC (FORMELY KNOWN AS RUCKUS GAMING, LLC)",1
"KAR-TECH, INC.",1,1,"KAR-TECH, INC.",1
"KANTI H. SHAH, M.D., P.C.",1,1,"KANTI H. SHAH, M.D., P.C.",1
"START INTERNATIONAL, INC.",1,1,"START INTERNATIONAL, INC.",1
STARTAPP INC,1,1,STARTAPP INC,1
STARTAPP INC.,1,1,STARTAPP INC.,1
"STARTUP FARMS INTERNATIONAL, LLC",1,1,"STARTUP FARMS INTERNATIONAL, LLC",1
"STARTUP TEMPLE, INC.",1,1,"STARTUP TEMPLE, INC.",1
"STARTUPHOUSE, LLC",1,1,"STARTUPHOUSE, LLC",1
"HEALTHCARE FINANCIAL, INC.",1,1,"HEALTHCARE FINANCIAL, INC.",1
STARVISTA,1,1,STARVISTA,1
GOLDEN SAND RIVER CALIFORNIA CORP.,1,1,GOLDEN SAND RIVER CALIFORNIA CORP.,1
GRIESEMER CHIROPRACTIC,1,1,GRIESEMER CHIROPRACTIC,1
ADAPTIVE BUSINESS SOLUTIONS INC.,1,1,ADAPTIVE BUSINESS SOLUTIONS INC.,1
JVL CONTRACTORS LLC,1,1,JVL CONTRACTORS LLC,1
"ASSEMBLEDGE, INC.",1,1,"ASSEMBLEDGE, INC.",1
FIRST CLASS PHYSICAL THERAPY NJ  P.C.,2,2,FIRST CLASS PHYSICAL THERAPY NJ  P.C.,1
"KANTER PHYSICAL MEDICINE AND REHAB, P.C.",1,1,"KANTER PHYSICAL MEDICINE AND REHAB, P.C.",1
1185 DESIGN,1,1,1185 DESIGN,1
KAPITAL DATA CORP.,1,1,KAPITAL DATA CORP.,1
"KAO LAW FIRM, LLC",1,1,"KAO LAW FIRM, LLC",1
"GOODREADS, LLC",1,1,"GOODREADS, LLC",1
"STASON PHARMACEUTICALS, INC",1,1,"STASON PHARMACEUTICALS, INC",1
STAT EXPERTS,1,1,STAT EXPERTS,1
GENEXUS USA,1,1,GENEXUS USA,1
"STAT9 TECHNOLOGIES, INC.",2,2,"STAT9 TECHNOLOGIES, INC.",1
CEDARS HEALTH LLC,1,1,CEDARS HEALTH LLC,1
STATE AUTO INSURANCE COMPANIES,1,1,STATE AUTO INSURANCE COMPANIES,1
HAPPY HOME CARE INC.,1,1,HAPPY HOME CARE INC.,1
ASSEMBLY SOLUTION AND HOME MANAGEMENT LLC,1,1,ASSEMBLY SOLUTION AND HOME MANAGEMENT LLC,1
STATE CAPITOL WATCH,1,1,STATE CAPITOL WATCH,1
"ALLSTARS GLOBAL TECHNOLOGIES, INC.",2,2,"ALLSTARS GLOBAL TECHNOLOGIES, INC.",1
"KAPASI GLASS MART, INC.",1,1,"KAPASI GLASS MART, INC.",1
"ABC HOME MEDICAL SUPPLY, INC.",1,1,"ABC HOME MEDICAL SUPPLY, INC.",1
